Year,GEO,Income concept,Economic family type,GINI
1984,Canada,Market income,"Two-parent families with children, no earners",0.913
1984,Canada,Market income,"Two-parent families with children, one earner",0.32
1984,Canada,Market income,"Two-parent families with children, two earners",0.297
1984,Canada,Market income,"Two-parent families with children, three or more earners",0.274
1984,Canada,Market income,Married couples with other relatives,0.313
1984,Canada,Market income,Lone-parent families,0.579
1984,Canada,Market income,Male lone-parent families,0.395
1984,Canada,Market income,Female lone-parent families,0.595
1984,Canada,Market income,"Female lone-parent families, no earners",0.902
1984,Canada,Market income,"Female lone-parent families, one earner",0.451
1984,Canada,Market income,"Female lone-parent families, two or more earners",0.377
1984,Canada,Market income,Other non-elderly families,0.412
1984,Canada,Market income,Unattached individuals,0.552
1984,Canada,Market income,Elderly males,0.725
1984,Canada,Market income,"Elderly males, non-earner",0.722
1984,Canada,Market income,"Elderly males, earner",0.586
1984,Canada,Market income,Elderly females,0.719
1984,Canada,Market income,"Elderly females, non-earner",0.732
1984,Canada,Market income,"Elderly females, earner",0.474
1984,Canada,Market income,Non-elderly males,0.472
1984,Canada,Market income,"Non-elderly males, non-earner",0.896
1984,Canada,Market income,"Non-elderly males, earner",0.397
1984,Canada,Market income,Non-elderly females,0.469
1984,Canada,Market income,"Non-elderly females, non-earner",0.794
1984,Canada,Market income,"Non-elderly females, earner",0.383
1984,Canada,Total income,All family units,0.388
1984,Canada,Total income,"Economic families, two persons or more",0.332
1984,Canada,Total income,Elderly families,0.364
1984,Canada,Total income,Elderly married couples,0.337
1984,Canada,Total income,Other elderly families,0.385
1984,Canada,Total income,Non-elderly families,0.32
1984,Canada,Total income,Married couples,0.31
1984,Canada,Total income,"Married couples, no earners",0.398
1984,Canada,Total income,"Married couples, one earner",0.308
1984,Canada,Total income,"Married couples, two earners",0.269
1984,Canada,Total income,Two-parent families with children,0.288
1984,Canada,Total income,"Two-parent families with children, no earners",0.326
1984,Canada,Total income,"Two-parent families with children, one earner",0.266
1984,Canada,Total income,"Two-parent families with children, two earners",0.263
1984,Canada,Total income,"Two-parent families with children, three or more earners",0.247
1984,Canada,Total income,Married couples with other relatives,0.278
1984,Canada,Total income,Lone-parent families,0.388
1984,Canada,Total income,Male lone-parent families,0.328
1984,Canada,Total income,Female lone-parent families,0.38
1984,Canada,Total income,"Female lone-parent families, no earners",0.246
1984,Canada,Total income,"Female lone-parent families, one earner",0.329
1984,Canada,Total income,"Female lone-parent families, two or more earners",0.307
1984,Canada,Total income,Other non-elderly families,0.342
1984,Canada,Total income,Unattached individuals,0.406
1984,Canada,Total income,Elderly males,0.368
1984,Canada,Total income,"Elderly males, non-earner",0.311
1984,Canada,Total income,"Elderly males, earner",0.462
1984,Canada,Total income,Elderly females,0.297
1984,Canada,Total income,"Elderly females, non-earner",0.276
1984,Canada,Total income,"Elderly females, earner",0.342
1984,Canada,Total income,Non-elderly males,0.402
1984,Canada,Total income,"Non-elderly males, non-earner",0.414
1984,Canada,Total income,"Non-elderly males, earner",0.358
1984,Canada,Total income,Non-elderly females,0.399
1984,Canada,Total income,"Non-elderly females, non-earner",0.456
1984,Canada,Total income,"Non-elderly females, earner",0.353
1984,Canada,After-tax income,All family units,0.357
1984,Canada,After-tax income,"Economic families, two persons or more",0.3
1984,Canada,After-tax income,Elderly families,0.32
1984,Canada,After-tax income,Elderly married couples,0.291
1984,Canada,After-tax income,Other elderly families,0.344
1984,Canada,After-tax income,Non-elderly families,0.29
1984,Canada,After-tax income,Married couples,0.278
1984,Canada,After-tax income,"Married couples, no earners",0.359
1984,Canada,After-tax income,"Married couples, one earner",0.275
1984,Canada,After-tax income,"Married couples, two earners",0.239
1984,Canada,After-tax income,Two-parent families with children,0.259
1984,Canada,After-tax income,"Two-parent families with children, no earners",0.325
1984,Canada,After-tax income,"Two-parent families with children, one earner",0.234
1984,Canada,After-tax income,"Two-parent families with children, two earners",0.231
1984,Canada,After-tax income,"Two-parent families with children, three or more earners",0.222
1984,Canada,After-tax income,Married couples with other relatives,0.255
1984,Canada,After-tax income,Lone-parent families,0.349
1984,Canada,After-tax income,Male lone-parent families,0.294
1984,Canada,After-tax income,Female lone-parent families,0.345
1984,Canada,After-tax income,"Female lone-parent families, no earners",0.241
1984,Canada,After-tax income,"Female lone-parent families, one earner",0.286
1984,Canada,After-tax income,"Female lone-parent families, two or more earners",0.281
1984,Canada,After-tax income,Other non-elderly families,0.314
1984,Canada,After-tax income,Unattached individuals,0.361
1984,Canada,After-tax income,Elderly males,0.303
1984,Canada,After-tax income,"Elderly males, non-earner",0.257
1984,Canada,After-tax income,"Elderly males, earner",0.392
1984,Canada,After-tax income,Elderly females,0.263
1984,Canada,After-tax income,"Elderly females, non-earner",0.246
1984,Canada,After-tax income,"Elderly females, earner",0.294
1984,Canada,After-tax income,Non-elderly males,0.365
1984,Canada,After-tax income,"Non-elderly males, non-earner",0.394
1984,Canada,After-tax income,"Non-elderly males, earner",0.323
1984,Canada,After-tax income,Non-elderly females,0.363
1984,Canada,After-tax income,"Non-elderly females, non-earner",0.431
1984,Canada,After-tax income,"Non-elderly females, earner",0.32
1985,Canada,Market income,All family units,0.464
1985,Canada,Market income,"Economic families, two persons or more",0.399
1985,Canada,Market income,Elderly families,0.6
1985,Canada,Market income,Elderly married couples,0.623
1985,Canada,Market income,Other elderly families,0.53
1985,Canada,Market income,Non-elderly families,0.361
1985,Canada,Market income,Married couples,0.342
1985,Canada,Market income,"Married couples, no earners",0.59
1985,Canada,Market income,"Married couples, one earner",0.351
1985,Canada,Market income,"Married couples, two earners",0.29
1985,Canada,Market income,Two-parent families with children,0.317
1985,Canada,Market income,"Two-parent families with children, no earners",0.891
1985,Canada,Market income,"Two-parent families with children, one earner",0.333
1985,Canada,Market income,"Two-parent families with children, two earners",0.283
1985,Canada,Market income,"Two-parent families with children, three or more earners",0.274
1985,Canada,Market income,Married couples with other relatives,0.325
1985,Canada,Market income,Lone-parent families,0.578
1985,Canada,Market income,Male lone-parent families,0.428
1985,Canada,Market income,Female lone-parent families,0.591
1985,Canada,Market income,"Female lone-parent families, no earners",0.884
1985,Canada,Market income,"Female lone-parent families, one earner",0.445
1985,Canada,Market income,"Female lone-parent families, two or more earners",0.396
1985,Canada,Market income,Other non-elderly families,0.407
1985,Canada,Market income,Unattached individuals,0.551
1985,Canada,Market income,Elderly males,0.684
1985,Canada,Market income,"Elderly males, non-earner",0.698
1985,Canada,Market income,"Elderly males, earner",0.48
1985,Canada,Market income,Elderly females,0.717
1985,Canada,Market income,"Elderly females, non-earner",0.724
1985,Canada,Market income,"Elderly females, earner",0.521
1985,Canada,Market income,Non-elderly males,0.471
1985,Canada,Market income,"Non-elderly males, non-earner",0.87
1985,Canada,Market income,"Non-elderly males, earner",0.404
1985,Canada,Market income,Non-elderly females,0.477
1985,Canada,Market income,"Non-elderly females, non-earner",0.822
1985,Canada,Market income,"Non-elderly females, earner",0.389
1985,Canada,Total income,All family units,0.387
1985,Canada,Total income,"Economic families, two persons or more",0.329
1985,Canada,Total income,Elderly families,0.349
1985,Canada,Total income,Elderly married couples,0.324
1985,Canada,Total income,Other elderly families,0.348
1985,Canada,Total income,Non-elderly families,0.317
1985,Canada,Total income,Married couples,0.308
1985,Canada,Total income,"Married couples, no earners",0.37
1985,Canada,Total income,"Married couples, one earner",0.313
1985,Canada,Total income,"Married couples, two earners",0.273
1985,Canada,Total income,Two-parent families with children,0.281
1985,Canada,Total income,"Two-parent families with children, no earners",0.293
1985,Canada,Total income,"Two-parent families with children, one earner",0.279
1985,Canada,Total income,"Two-parent families with children, two earners",0.253
1985,Canada,Total income,"Two-parent families with children, three or more earners",0.25
1985,Canada,Total income,Married couples with other relatives,0.291
1985,Canada,Total income,Lone-parent families,0.388
1985,Canada,Total income,Male lone-parent families,0.346
1985,Canada,Total income,Female lone-parent families,0.381
1985,Canada,Total income,"Female lone-parent families, no earners",0.26
1985,Canada,Total income,"Female lone-parent families, one earner",0.319
1985,Canada,Total income,"Female lone-parent families, two or more earners",0.318
1985,Canada,Total income,Other non-elderly families,0.332
1985,Canada,Total income,Unattached individuals,0.405
1985,Canada,Total income,Elderly males,0.333
1985,Canada,Total income,"Elderly males, non-earner",0.305
1985,Canada,Total income,"Elderly males, earner",0.346
1985,Canada,Total income,Elderly females,0.299
1985,Canada,Total income,"Elderly females, non-earner",0.284
1985,Canada,Total income,"Elderly females, earner",0.345
1985,Canada,Total income,Non-elderly males,0.407
1985,Canada,Total income,"Non-elderly males, non-earner",0.4
1985,Canada,Total income,"Non-elderly males, earner",0.369
1985,Canada,Total income,Non-elderly females,0.404
1985,Canada,Total income,"Non-elderly females, non-earner",0.458
1985,Canada,Total income,"Non-elderly females, earner",0.361
1985,Canada,After-tax income,All family units,0.357
1985,Canada,After-tax income,"Economic families, two persons or more",0.297
1985,Canada,After-tax income,Elderly families,0.309
1985,Canada,After-tax income,Elderly married couples,0.28
1985,Canada,After-tax income,Other elderly families,0.314
1985,Canada,After-tax income,Non-elderly families,0.289
1985,Canada,After-tax income,Married couples,0.277
1985,Canada,After-tax income,"Married couples, no earners",0.339
1985,Canada,After-tax income,"Married couples, one earner",0.28
1985,Canada,After-tax income,"Married couples, two earners",0.245
1985,Canada,After-tax income,Two-parent families with children,0.254
1985,Canada,After-tax income,"Two-parent families with children, no earners",0.281
1985,Canada,After-tax income,"Two-parent families with children, one earner",0.244
1985,Canada,After-tax income,"Two-parent families with children, two earners",0.224
1985,Canada,After-tax income,"Two-parent families with children, three or more earners",0.225
1985,Canada,After-tax income,Married couples with other relatives,0.261
1985,Canada,After-tax income,Lone-parent families,0.352
1985,Canada,After-tax income,Male lone-parent families,0.326
1985,Canada,After-tax income,Female lone-parent families,0.345
1985,Canada,After-tax income,"Female lone-parent families, no earners",0.25
1985,Canada,After-tax income,"Female lone-parent families, one earner",0.286
1985,Canada,After-tax income,"Female lone-parent families, two or more earners",0.279
1985,Canada,After-tax income,Other non-elderly families,0.303
1985,Canada,After-tax income,Unattached individuals,0.36
1985,Canada,After-tax income,Elderly males,0.288
1985,Canada,After-tax income,"Elderly males, non-earner",0.26
1985,Canada,After-tax income,"Elderly males, earner",0.309
1985,Canada,After-tax income,Elderly females,0.261
1985,Canada,After-tax income,"Elderly females, non-earner",0.25
1985,Canada,After-tax income,"Elderly females, earner",0.292
1985,Canada,After-tax income,Non-elderly males,0.37
1985,Canada,After-tax income,"Non-elderly males, non-earner",0.372
1985,Canada,After-tax income,"Non-elderly males, earner",0.335
1985,Canada,After-tax income,Non-elderly females,0.366
1985,Canada,After-tax income,"Non-elderly females, non-earner",0.426
1985,Canada,After-tax income,"Non-elderly females, earner",0.326
1986,Canada,Market income,All family units,0.465
1986,Canada,Market income,"Economic families, two persons or more",0.4
1986,Canada,Market income,Elderly families,0.602
1986,Canada,Market income,Elderly married couples,0.636
1986,Canada,Market income,Other elderly families,0.499
1986,Canada,Market income,Non-elderly families,0.361
1986,Canada,Market income,Married couples,0.344
1986,Canada,Market income,"Married couples, no earners",0.633
1986,Canada,Market income,"Married couples, one earner",0.356
1986,Canada,Market income,"Married couples, two earners",0.288
1986,Canada,Market income,Two-parent families with children,0.321
1986,Canada,Market income,"Two-parent families with children, no earners",0.876
1986,Canada,Market income,"Two-parent families with children, one earner",0.347
1986,Canada,Market income,"Two-parent families with children, two earners",0.284
1986,Canada,Market income,"Two-parent families with children, three or more earners",0.263
1986,Canada,Market income,Married couples with other relatives,0.316
1986,Canada,Market income,Lone-parent families,0.546
1986,Canada,Market income,Male lone-parent families,0.372
1986,Canada,Market income,Female lone-parent families,0.564
1986,Canada,Market income,"Female lone-parent families, no earners",0.897
1986,Canada,Market income,"Female lone-parent families, one earner",0.435
1986,Canada,Market income,"Female lone-parent families, two or more earners",0.376
1986,Canada,Market income,Other non-elderly families,0.401
1986,Canada,Market income,Unattached individuals,0.541
1986,Canada,Market income,Elderly males,0.674
1986,Canada,Market income,"Elderly males, non-earner",0.675
1986,Canada,Market income,"Elderly males, earner",0.436
1986,Canada,Market income,Elderly females,0.706
1986,Canada,Market income,"Elderly females, non-earner",0.716
1986,Canada,Market income,"Elderly females, earner",0.452
1986,Canada,Market income,Non-elderly males,0.463
1986,Canada,Market income,"Non-elderly males, non-earner",0.866
1986,Canada,Market income,"Non-elderly males, earner",0.406
1986,Canada,Market income,Non-elderly females,0.455
1986,Canada,Market income,"Non-elderly females, non-earner",0.79
1986,Canada,Market income,"Non-elderly females, earner",0.37
1986,Canada,Total income,All family units,0.388
1986,Canada,Total income,"Economic families, two persons or more",0.33
1986,Canada,Total income,Elderly families,0.347
1986,Canada,Total income,Elderly married couples,0.34
1986,Canada,Total income,Other elderly families,0.32
1986,Canada,Total income,Non-elderly families,0.318
1986,Canada,Total income,Married couples,0.309
1986,Canada,Total income,"Married couples, no earners",0.375
1986,Canada,Total income,"Married couples, one earner",0.312
1986,Canada,Total income,"Married couples, two earners",0.271
1986,Canada,Total income,Two-parent families with children,0.284
1986,Canada,Total income,"Two-parent families with children, no earners",0.341
1986,Canada,Total income,"Two-parent families with children, one earner",0.292
1986,Canada,Total income,"Two-parent families with children, two earners",0.254
1986,Canada,Total income,"Two-parent families with children, three or more earners",0.24
1986,Canada,Total income,Married couples with other relatives,0.287
1986,Canada,Total income,Lone-parent families,0.359
1986,Canada,Total income,Male lone-parent families,0.299
1986,Canada,Total income,Female lone-parent families,0.35
1986,Canada,Total income,"Female lone-parent families, no earners",0.275
1986,Canada,Total income,"Female lone-parent families, one earner",0.309
1986,Canada,Total income,"Female lone-parent families, two or more earners",0.289
1986,Canada,Total income,Other non-elderly families,0.331
1986,Canada,Total income,Unattached individuals,0.397
1986,Canada,Total income,Elderly males,0.286
1986,Canada,Total income,"Elderly males, non-earner",0.245
1986,Canada,Total income,"Elderly males, earner",0.296
1986,Canada,Total income,Elderly females,0.284
1986,Canada,Total income,"Elderly females, non-earner",0.277
1986,Canada,Total income,"Elderly females, earner",0.29
1986,Canada,Total income,Non-elderly males,0.408
1986,Canada,Total income,"Non-elderly males, non-earner",0.449
1986,Canada,Total income,"Non-elderly males, earner",0.374
1986,Canada,Total income,Non-elderly females,0.386
1986,Canada,Total income,"Non-elderly females, non-earner",0.451
1986,Canada,Total income,"Non-elderly females, earner",0.345
1986,Canada,After-tax income,All family units,0.358
1986,Canada,After-tax income,"Economic families, two persons or more",0.298
1986,Canada,After-tax income,Elderly families,0.31
1986,Canada,After-tax income,Elderly married couples,0.3
1986,Canada,After-tax income,Other elderly families,0.288
1986,Canada,After-tax income,Non-elderly families,0.289
1986,Canada,After-tax income,Married couples,0.278
1986,Canada,After-tax income,"Married couples, no earners",0.335
1986,Canada,After-tax income,"Married couples, one earner",0.276
1986,Canada,After-tax income,"Married couples, two earners",0.245
1986,Canada,After-tax income,Two-parent families with children,0.257
1986,Canada,After-tax income,"Two-parent families with children, no earners",0.324
1986,Canada,After-tax income,"Two-parent families with children, one earner",0.259
1986,Canada,After-tax income,"Two-parent families with children, two earners",0.224
1986,Canada,After-tax income,"Two-parent families with children, three or more earners",0.216
1986,Canada,After-tax income,Married couples with other relatives,0.259
1986,Canada,After-tax income,Lone-parent families,0.321
1986,Canada,After-tax income,Male lone-parent families,0.271
1986,Canada,After-tax income,Female lone-parent families,0.314
1986,Canada,After-tax income,"Female lone-parent families, no earners",0.263
1986,Canada,After-tax income,"Female lone-parent families, one earner",0.273
1986,Canada,After-tax income,"Female lone-parent families, two or more earners",0.258
1986,Canada,After-tax income,Other non-elderly families,0.302
1986,Canada,After-tax income,Unattached individuals,0.353
1986,Canada,After-tax income,Elderly males,0.247
1986,Canada,After-tax income,"Elderly males, non-earner",0.21
1986,Canada,After-tax income,"Elderly males, earner",0.259
1986,Canada,After-tax income,Elderly females,0.246
1986,Canada,After-tax income,"Elderly females, non-earner",0.239
1986,Canada,After-tax income,"Elderly females, earner",0.261
1986,Canada,After-tax income,Non-elderly males,0.372
1986,Canada,After-tax income,"Non-elderly males, non-earner",0.424
1986,Canada,After-tax income,"Non-elderly males, earner",0.34
1986,Canada,After-tax income,Non-elderly females,0.351
1986,Canada,After-tax income,"Non-elderly females, non-earner",0.42
1986,Canada,After-tax income,"Non-elderly females, earner",0.313
1987,Canada,Market income,All family units,0.466
1987,Canada,Market income,"Economic families, two persons or more",0.399
1987,Canada,Market income,Elderly families,0.575
1987,Canada,Market income,Elderly married couples,0.604
1987,Canada,Market income,Other elderly families,0.488
1987,Canada,Market income,Non-elderly families,0.361
1987,Canada,Market income,Married couples,0.358
1987,Canada,Market income,"Married couples, no earners",0.588
1987,Canada,Market income,"Married couples, one earner",0.384
1987,Canada,Market income,"Married couples, two earners",0.304
1987,Canada,Market income,Two-parent families with children,0.319
1987,Canada,Market income,"Two-parent families with children, no earners",0.908
1987,Canada,Market income,"Two-parent families with children, one earner",0.332
1987,Canada,Market income,"Two-parent families with children, two earners",0.291
1987,Canada,Market income,"Two-parent families with children, three or more earners",0.261
1987,Canada,Market income,Married couples with other relatives,0.301
1987,Canada,Market income,Lone-parent families,0.561
1987,Canada,Market income,Male lone-parent families,0.421
1987,Canada,Market income,Female lone-parent families,0.564
1987,Canada,Market income,"Female lone-parent families, no earners",0.905
1987,Canada,Market income,"Female lone-parent families, one earner",0.442
1987,Canada,Market income,"Female lone-parent families, two or more earners",0.33
1987,Canada,Market income,Other non-elderly families,0.399
1987,Canada,Market income,Unattached individuals,0.54
1987,Canada,Market income,Elderly males,0.679
1987,Canada,Market income,"Elderly males, non-earner",0.684
1987,Canada,Market income,"Elderly males, earner",0.504
1987,Canada,Market income,Elderly females,0.711
1987,Canada,Market income,"Elderly females, non-earner",0.728
1987,Canada,Market income,"Elderly females, earner",0.404
1987,Canada,Market income,Non-elderly males,0.46
1987,Canada,Market income,"Non-elderly males, non-earner",0.886
1987,Canada,Market income,"Non-elderly males, earner",0.4
1987,Canada,Market income,Non-elderly females,0.457
1987,Canada,Market income,"Non-elderly females, non-earner",0.783
1987,Canada,Market income,"Non-elderly females, earner",0.377
1987,Canada,Total income,All family units,0.388
1987,Canada,Total income,"Economic families, two persons or more",0.33
1987,Canada,Total income,Elderly families,0.32
1987,Canada,Total income,Elderly married couples,0.303
1987,Canada,Total income,Other elderly families,0.313
1987,Canada,Total income,Non-elderly families,0.319
1987,Canada,Total income,Married couples,0.324
1987,Canada,Total income,"Married couples, no earners",0.386
1987,Canada,Total income,"Married couples, one earner",0.336
1987,Canada,Total income,"Married couples, two earners",0.287
1987,Canada,Total income,Two-parent families with children,0.284
1987,Canada,Total income,"Two-parent families with children, no earners",0.295
1987,Canada,Total income,"Two-parent families with children, one earner",0.278
1987,Canada,Total income,"Two-parent families with children, two earners",0.261
1987,Canada,Total income,"Two-parent families with children, three or more earners",0.242
1987,Canada,Total income,Married couples with other relatives,0.269
1987,Canada,Total income,Lone-parent families,0.384
1987,Canada,Total income,Male lone-parent families,0.359
1987,Canada,Total income,Female lone-parent families,0.364
1987,Canada,Total income,"Female lone-parent families, no earners",0.251
1987,Canada,Total income,"Female lone-parent families, one earner",0.318
1987,Canada,Total income,"Female lone-parent families, two or more earners",0.278
1987,Canada,Total income,Other non-elderly families,0.326
1987,Canada,Total income,Unattached individuals,0.393
1987,Canada,Total income,Elderly males,0.317
1987,Canada,Total income,"Elderly males, non-earner",0.29
1987,Canada,Total income,"Elderly males, earner",0.371
1987,Canada,Total income,Elderly females,0.289
1987,Canada,Total income,"Elderly females, non-earner",0.285
1987,Canada,Total income,"Elderly females, earner",0.266
1987,Canada,Total income,Non-elderly males,0.403
1987,Canada,Total income,"Non-elderly males, non-earner",0.462
1987,Canada,Total income,"Non-elderly males, earner",0.37
1987,Canada,Total income,Non-elderly females,0.39
1987,Canada,Total income,"Non-elderly females, non-earner",0.418
1987,Canada,Total income,"Non-elderly females, earner",0.356
1987,Canada,After-tax income,All family units,0.355
1987,Canada,After-tax income,"Economic families, two persons or more",0.296
1987,Canada,After-tax income,Elderly families,0.279
1987,Canada,After-tax income,Elderly married couples,0.26
1987,Canada,After-tax income,Other elderly families,0.277
1987,Canada,After-tax income,Non-elderly families,0.289
1987,Canada,After-tax income,Married couples,0.291
1987,Canada,After-tax income,"Married couples, no earners",0.346
1987,Canada,After-tax income,"Married couples, one earner",0.3
1987,Canada,After-tax income,"Married couples, two earners",0.258
1987,Canada,After-tax income,Two-parent families with children,0.256
1987,Canada,After-tax income,"Two-parent families with children, no earners",0.287
1987,Canada,After-tax income,"Two-parent families with children, one earner",0.238
1987,Canada,After-tax income,"Two-parent families with children, two earners",0.231
1987,Canada,After-tax income,"Two-parent families with children, three or more earners",0.218
1987,Canada,After-tax income,Married couples with other relatives,0.24
1987,Canada,After-tax income,Lone-parent families,0.342
1987,Canada,After-tax income,Male lone-parent families,0.327
1987,Canada,After-tax income,Female lone-parent families,0.325
1987,Canada,After-tax income,"Female lone-parent families, no earners",0.241
1987,Canada,After-tax income,"Female lone-parent families, one earner",0.277
1987,Canada,After-tax income,"Female lone-parent families, two or more earners",0.246
1987,Canada,After-tax income,Other non-elderly families,0.295
1987,Canada,After-tax income,Unattached individuals,0.345
1987,Canada,After-tax income,Elderly males,0.266
1987,Canada,After-tax income,"Elderly males, non-earner",0.245
1987,Canada,After-tax income,"Elderly males, earner",0.313
1987,Canada,After-tax income,Elderly females,0.247
1987,Canada,After-tax income,"Elderly females, non-earner",0.242
1987,Canada,After-tax income,"Elderly females, earner",0.235
1987,Canada,After-tax income,Non-elderly males,0.363
1987,Canada,After-tax income,"Non-elderly males, non-earner",0.422
1987,Canada,After-tax income,"Non-elderly males, earner",0.333
1987,Canada,After-tax income,Non-elderly females,0.352
1987,Canada,After-tax income,"Non-elderly females, non-earner",0.38
1987,Canada,After-tax income,"Non-elderly females, earner",0.323
1988,Canada,Market income,All family units,0.467
1988,Canada,Market income,"Economic families, two persons or more",0.396
1988,Canada,Market income,Elderly families,0.588
1988,Canada,Market income,Elderly married couples,0.616
1988,Canada,Market income,Other elderly families,0.491
1988,Canada,Market income,Non-elderly families,0.355
1988,Canada,Market income,Married couples,0.356
1988,Canada,Market income,"Married couples, no earners",0.603
1988,Canada,Market income,"Married couples, one earner",0.43
1988,Canada,Market income,"Married couples, two earners",0.291
1988,Canada,Market income,Two-parent families with children,0.313
1988,Canada,Market income,"Two-parent families with children, no earners",0.914
1988,Canada,Market income,"Two-parent families with children, one earner",0.324
1988,Canada,Market income,"Two-parent families with children, two earners",0.283
1988,Canada,Market income,"Two-parent families with children, three or more earners",0.27
1988,Canada,Market income,Married couples with other relatives,0.283
1988,Canada,Market income,Lone-parent families,0.557
1988,Canada,Market income,Male lone-parent families,0.457
1988,Canada,Market income,Female lone-parent families,0.56
1988,Canada,Market income,"Female lone-parent families, no earners",0.901
1988,Canada,Market income,"Female lone-parent families, one earner",0.447
1988,Canada,Market income,"Female lone-parent families, two or more earners",0.35
1988,Canada,Market income,Other non-elderly families,0.399
1988,Canada,Market income,Unattached individuals,0.548
1988,Canada,Market income,Elderly males,0.672
1988,Canada,Market income,"Elderly males, non-earner",0.681
1988,Canada,Market income,"Elderly males, earner",0.513
1988,Canada,Market income,Elderly females,0.722
1988,Canada,Market income,"Elderly females, non-earner",0.732
1988,Canada,Market income,"Elderly females, earner",0.425
1988,Canada,Market income,Non-elderly males,0.454
1988,Canada,Market income,"Non-elderly males, non-earner",0.833
1988,Canada,Market income,"Non-elderly males, earner",0.396
1988,Canada,Market income,Non-elderly females,0.468
1988,Canada,Market income,"Non-elderly females, non-earner",0.782
1988,Canada,Market income,"Non-elderly females, earner",0.387
1988,Canada,Total income,All family units,0.388
1988,Canada,Total income,"Economic families, two persons or more",0.327
1988,Canada,Total income,Elderly families,0.332
1988,Canada,Total income,Elderly married couples,0.315
1988,Canada,Total income,Other elderly families,0.316
1988,Canada,Total income,Non-elderly families,0.314
1988,Canada,Total income,Married couples,0.322
1988,Canada,Total income,"Married couples, no earners",0.359
1988,Canada,Total income,"Married couples, one earner",0.377
1988,Canada,Total income,"Married couples, two earners",0.276
1988,Canada,Total income,Two-parent families with children,0.279
1988,Canada,Total income,"Two-parent families with children, no earners",0.295
1988,Canada,Total income,"Two-parent families with children, one earner",0.266
1988,Canada,Total income,"Two-parent families with children, two earners",0.254
1988,Canada,Total income,"Two-parent families with children, three or more earners",0.251
1988,Canada,Total income,Married couples with other relatives,0.254
1988,Canada,Total income,Lone-parent families,0.374
1988,Canada,Total income,Male lone-parent families,0.379
1988,Canada,Total income,Female lone-parent families,0.356
1988,Canada,Total income,"Female lone-parent families, no earners",0.225
1988,Canada,Total income,"Female lone-parent families, one earner",0.314
1988,Canada,Total income,"Female lone-parent families, two or more earners",0.289
1988,Canada,Total income,Other non-elderly families,0.333
1988,Canada,Total income,Unattached individuals,0.397
1988,Canada,Total income,Elderly males,0.331
1988,Canada,Total income,"Elderly males, non-earner",0.309
1988,Canada,Total income,"Elderly males, earner",0.37
1988,Canada,Total income,Elderly females,0.275
1988,Canada,Total income,"Elderly females, non-earner",0.262
1988,Canada,Total income,"Elderly females, earner",0.287
1988,Canada,Total income,Non-elderly males,0.398
1988,Canada,Total income,"Non-elderly males, non-earner",0.461
1988,Canada,Total income,"Non-elderly males, earner",0.365
1988,Canada,Total income,Non-elderly females,0.394
1988,Canada,Total income,"Non-elderly females, non-earner",0.425
1988,Canada,Total income,"Non-elderly females, earner",0.358
1988,Canada,After-tax income,All family units,0.354
1988,Canada,After-tax income,"Economic families, two persons or more",0.29
1988,Canada,After-tax income,Elderly families,0.288
1988,Canada,After-tax income,Elderly married couples,0.265
1988,Canada,After-tax income,Other elderly families,0.283
1988,Canada,After-tax income,Non-elderly families,0.282
1988,Canada,After-tax income,Married couples,0.285
1988,Canada,After-tax income,"Married couples, no earners",0.317
1988,Canada,After-tax income,"Married couples, one earner",0.318
1988,Canada,After-tax income,"Married couples, two earners",0.246
1988,Canada,After-tax income,Two-parent families with children,0.247
1988,Canada,After-tax income,"Two-parent families with children, no earners",0.273
1988,Canada,After-tax income,"Two-parent families with children, one earner",0.22
1988,Canada,After-tax income,"Two-parent families with children, two earners",0.221
1988,Canada,After-tax income,"Two-parent families with children, three or more earners",0.223
1988,Canada,After-tax income,Married couples with other relatives,0.228
1988,Canada,After-tax income,Lone-parent families,0.327
1988,Canada,After-tax income,Male lone-parent families,0.321
1988,Canada,After-tax income,Female lone-parent families,0.316
1988,Canada,After-tax income,"Female lone-parent families, no earners",0.214
1988,Canada,After-tax income,"Female lone-parent families, one earner",0.272
1988,Canada,After-tax income,"Female lone-parent families, two or more earners",0.257
1988,Canada,After-tax income,Other non-elderly families,0.301
1988,Canada,After-tax income,Unattached individuals,0.348
1988,Canada,After-tax income,Elderly males,0.279
1988,Canada,After-tax income,"Elderly males, non-earner",0.261
1988,Canada,After-tax income,"Elderly males, earner",0.314
1988,Canada,After-tax income,Elderly females,0.232
1988,Canada,After-tax income,"Elderly females, non-earner",0.221
1988,Canada,After-tax income,"Elderly females, earner",0.249
1988,Canada,After-tax income,Non-elderly males,0.361
1988,Canada,After-tax income,"Non-elderly males, non-earner",0.427
1988,Canada,After-tax income,"Non-elderly males, earner",0.33
1988,Canada,After-tax income,Non-elderly females,0.354
1988,Canada,After-tax income,"Non-elderly females, non-earner",0.39
1988,Canada,After-tax income,"Non-elderly females, earner",0.321
1989,Canada,Market income,All family units,0.46
1989,Canada,Market income,"Economic families, two persons or more",0.393
1989,Canada,Market income,Elderly families,0.577
1989,Canada,Market income,Elderly married couples,0.618
1989,Canada,Market income,Other elderly families,0.469
1989,Canada,Market income,Non-elderly families,0.356
1989,Canada,Market income,Married couples,0.341
1989,Canada,Market income,"Married couples, no earners",0.596
1989,Canada,Market income,"Married couples, one earner",0.368
1989,Canada,Market income,"Married couples, two earners",0.284
