Year,GEO,Economic family type,Income concept,After-tax income quintile,Average income (Dollars),Share of income (Percent)
1983,Canada,Unattached individuals,Market income,Third quintile,15700,12.3
1983,Canada,Unattached individuals,Market income,Fourth quintile,34500,27
1983,Canada,Unattached individuals,Market income,Highest quintile,70500,55.1
1983,Canada,Unattached individuals,Total income,Total of quintiles,31000,100
1983,Canada,Unattached individuals,Total income,Lowest quintile,7200,4.6
1983,Canada,Unattached individuals,Total income,Second quintile,14700,9.5
1983,Canada,Unattached individuals,Total income,Third quintile,22500,14.5
1983,Canada,Unattached individuals,Total income,Fourth quintile,38000,24.5
1983,Canada,Unattached individuals,Total income,Highest quintile,72500,46.8
1983,Canada,Unattached individuals,After-tax income,Total of quintiles,26200,100
1983,Canada,Unattached individuals,After-tax income,Lowest quintile,7100,5.4
1983,Canada,Unattached individuals,After-tax income,Second quintile,14400,11
1983,Canada,Unattached individuals,After-tax income,Third quintile,20700,15.8
1983,Canada,Unattached individuals,After-tax income,Fourth quintile,32000,24.4
1983,Canada,Unattached individuals,After-tax income,Highest quintile,56900,43.4
1984,Canada,All family units,Market income,Total of quintiles,53400,100
1984,Canada,All family units,Market income,Lowest quintile,5700,2.1
1984,Canada,All family units,Market income,Second quintile,22000,8.2
1984,Canada,All family units,Market income,Third quintile,45500,17.1
1984,Canada,All family units,Market income,Fourth quintile,69700,26.1
1984,Canada,All family units,Market income,Highest quintile,124000,46.5
1984,Canada,All family units,Total income,Total of quintiles,60300,100
1984,Canada,All family units,Total income,Lowest quintile,13800,4.6
1984,Canada,All family units,Total income,Second quintile,31600,10.5
1984,Canada,All family units,Total income,Third quintile,52200,17.3
1984,Canada,All family units,Total income,Fourth quintile,75400,25
1984,Canada,All family units,Total income,Highest quintile,128800,42.7
1984,Canada,All family units,After-tax income,Total of quintiles,50800,100
1984,Canada,All family units,After-tax income,Lowest quintile,13300,5.2
1984,Canada,All family units,After-tax income,Second quintile,29200,11.5
1984,Canada,All family units,After-tax income,Third quintile,45200,17.8
1984,Canada,All family units,After-tax income,Fourth quintile,63000,24.8
1984,Canada,All family units,After-tax income,Highest quintile,103400,40.7
1984,Canada,"Economic families, two persons or more",Market income,Total of quintiles,64400,100
1984,Canada,"Economic families, two persons or more",Market income,Lowest quintile,10600,3.3
1984,Canada,"Economic families, two persons or more",Market income,Second quintile,35800,11.1
1984,Canada,"Economic families, two persons or more",Market income,Third quintile,58300,18.1
1984,Canada,"Economic families, two persons or more",Market income,Fourth quintile,81100,25.2
1984,Canada,"Economic families, two persons or more",Market income,Highest quintile,136200,42.3
1984,Canada,"Economic families, two persons or more",Total income,Total of quintiles,72000,100
1984,Canada,"Economic families, two persons or more",Total income,Lowest quintile,22500,6.3
1984,Canada,"Economic families, two persons or more",Total income,Second quintile,44800,12.5
1984,Canada,"Economic families, two persons or more",Total income,Third quintile,64900,18
1984,Canada,"Economic families, two persons or more",Total income,Fourth quintile,86700,24.1
1984,Canada,"Economic families, two persons or more",Total income,Highest quintile,140800,39.1
1984,Canada,"Economic families, two persons or more",After-tax income,Total of quintiles,60500,100
1984,Canada,"Economic families, two persons or more",After-tax income,Lowest quintile,21700,7.2
1984,Canada,"Economic families, two persons or more",After-tax income,Second quintile,40500,13.4
1984,Canada,"Economic families, two persons or more",After-tax income,Third quintile,55600,18.4
1984,Canada,"Economic families, two persons or more",After-tax income,Fourth quintile,72000,23.8
1984,Canada,"Economic families, two persons or more",After-tax income,Highest quintile,112600,37.2
1984,Canada,Unattached individuals,Market income,Total of quintiles,25800,100
1984,Canada,Unattached individuals,Market income,Lowest quintile,3200,2.5
1984,Canada,Unattached individuals,Market income,Second quintile,5400,4.1
1984,Canada,Unattached individuals,Market income,Third quintile,17000,13.2
1984,Canada,Unattached individuals,Market income,Fourth quintile,35000,27.1
1984,Canada,Unattached individuals,Market income,Highest quintile,68500,53.1
1984,Canada,Unattached individuals,Total income,Total of quintiles,31300,100
1984,Canada,Unattached individuals,Total income,Lowest quintile,7700,4.9
1984,Canada,Unattached individuals,Total income,Second quintile,15600,10
1984,Canada,Unattached individuals,Total income,Third quintile,23900,15.3
1984,Canada,Unattached individuals,Total income,Fourth quintile,38600,24.7
1984,Canada,Unattached individuals,Total income,Highest quintile,70500,45.1
1984,Canada,Unattached individuals,After-tax income,Total of quintiles,26600,100
1984,Canada,Unattached individuals,After-tax income,Lowest quintile,7600,5.8
1984,Canada,Unattached individuals,After-tax income,Second quintile,15300,11.5
1984,Canada,Unattached individuals,After-tax income,Third quintile,21900,16.5
1984,Canada,Unattached individuals,After-tax income,Fourth quintile,32700,24.6
1984,Canada,Unattached individuals,After-tax income,Highest quintile,55400,41.7
1985,Canada,All family units,Market income,Total of quintiles,54800,100
1985,Canada,All family units,Market income,Lowest quintile,6300,2.3
1985,Canada,All family units,Market income,Second quintile,23200,8.5
1985,Canada,All family units,Market income,Third quintile,46200,16.9
1985,Canada,All family units,Market income,Fourth quintile,71600,26.1
1985,Canada,All family units,Market income,Highest quintile,126500,46.2
1985,Canada,All family units,Total income,Total of quintiles,61700,100
1985,Canada,All family units,Total income,Lowest quintile,14400,4.7
1985,Canada,All family units,Total income,Second quintile,32600,10.6
1985,Canada,All family units,Total income,Third quintile,52900,17.2
1985,Canada,All family units,Total income,Fourth quintile,77100,25
1985,Canada,All family units,Total income,Highest quintile,131400,42.6
1985,Canada,All family units,After-tax income,Total of quintiles,51700,100
1985,Canada,All family units,After-tax income,Lowest quintile,13900,5.4
1985,Canada,All family units,After-tax income,Second quintile,29700,11.5
1985,Canada,All family units,After-tax income,Third quintile,45600,17.7
1985,Canada,All family units,After-tax income,Fourth quintile,64000,24.8
1985,Canada,All family units,After-tax income,Highest quintile,105100,40.7
1985,Canada,"Economic families, two persons or more",Market income,Total of quintiles,66200,100
1985,Canada,"Economic families, two persons or more",Market income,Lowest quintile,11900,3.6
1985,Canada,"Economic families, two persons or more",Market income,Second quintile,37300,11.3
1985,Canada,"Economic families, two persons or more",Market income,Third quintile,59900,18.1
1985,Canada,"Economic families, two persons or more",Market income,Fourth quintile,83400,25.2
1985,Canada,"Economic families, two persons or more",Market income,Highest quintile,138500,41.8
1985,Canada,"Economic families, two persons or more",Total income,Total of quintiles,73700,100
1985,Canada,"Economic families, two persons or more",Total income,Lowest quintile,23800,6.5
1985,Canada,"Economic families, two persons or more",Total income,Second quintile,46200,12.5
1985,Canada,"Economic families, two persons or more",Total income,Third quintile,66500,18
1985,Canada,"Economic families, two persons or more",Total income,Fourth quintile,88800,24.1
1985,Canada,"Economic families, two persons or more",Total income,Highest quintile,143400,38.9
1985,Canada,"Economic families, two persons or more",After-tax income,Total of quintiles,61600,100
1985,Canada,"Economic families, two persons or more",After-tax income,Lowest quintile,22900,7.4
1985,Canada,"Economic families, two persons or more",After-tax income,Second quintile,41300,13.4
1985,Canada,"Economic families, two persons or more",After-tax income,Third quintile,56400,18.3
1985,Canada,"Economic families, two persons or more",After-tax income,Fourth quintile,73100,23.8
1985,Canada,"Economic families, two persons or more",After-tax income,Highest quintile,114300,37.1
1985,Canada,Unattached individuals,Market income,Total of quintiles,26500,100
1985,Canada,Unattached individuals,Market income,Lowest quintile,3400,2.5
1985,Canada,Unattached individuals,Market income,Second quintile,6200,4.7
1985,Canada,Unattached individuals,Market income,Third quintile,17500,13.2
1985,Canada,Unattached individuals,Market income,Fourth quintile,35300,26.6
1985,Canada,Unattached individuals,Market income,Highest quintile,70100,52.9
1985,Canada,Unattached individuals,Total income,Total of quintiles,32000,100
1985,Canada,Unattached individuals,Total income,Lowest quintile,8200,5.2
1985,Canada,Unattached individuals,Total income,Second quintile,16300,10.2
1985,Canada,Unattached individuals,Total income,Third quintile,24200,15.1
1985,Canada,Unattached individuals,Total income,Fourth quintile,39000,24.4
1985,Canada,Unattached individuals,Total income,Highest quintile,72200,45.1
1985,Canada,Unattached individuals,After-tax income,Total of quintiles,27100,100
1985,Canada,Unattached individuals,After-tax income,Lowest quintile,8100,6
1985,Canada,Unattached individuals,After-tax income,Second quintile,15800,11.7
1985,Canada,Unattached individuals,After-tax income,Third quintile,21900,16.2
1985,Canada,Unattached individuals,After-tax income,Fourth quintile,32800,24.2
1985,Canada,Unattached individuals,After-tax income,Highest quintile,56600,41.9
1986,Canada,All family units,Market income,Total of quintiles,55600,100
1986,Canada,All family units,Market income,Lowest quintile,6600,2.4
1986,Canada,All family units,Market income,Second quintile,23200,8.3
1986,Canada,All family units,Market income,Third quintile,47000,16.9
1986,Canada,All family units,Market income,Fourth quintile,72500,26.1
1986,Canada,All family units,Market income,Highest quintile,128900,46.3
1986,Canada,All family units,Total income,Total of quintiles,62600,100
1986,Canada,All family units,Total income,Lowest quintile,14700,4.7
1986,Canada,All family units,Total income,Second quintile,32900,10.5
1986,Canada,All family units,Total income,Third quintile,53700,17.1
1986,Canada,All family units,Total income,Fourth quintile,78100,25
1986,Canada,All family units,Total income,Highest quintile,133700,42.7
1986,Canada,All family units,After-tax income,Total of quintiles,51800,100
1986,Canada,All family units,After-tax income,Lowest quintile,14100,5.5
1986,Canada,All family units,After-tax income,Second quintile,29600,11.4
1986,Canada,All family units,After-tax income,Third quintile,45500,17.6
1986,Canada,All family units,After-tax income,Fourth quintile,64100,24.7
1986,Canada,All family units,After-tax income,Highest quintile,105700,40.8
1986,Canada,"Economic families, two persons or more",Market income,Total of quintiles,67700,100
1986,Canada,"Economic families, two persons or more",Market income,Lowest quintile,12000,3.6
1986,Canada,"Economic families, two persons or more",Market income,Second quintile,38200,11.3
1986,Canada,"Economic families, two persons or more",Market income,Third quintile,60900,18
1986,Canada,"Economic families, two persons or more",Market income,Fourth quintile,85200,25.2
1986,Canada,"Economic families, two persons or more",Market income,Highest quintile,141900,42
1986,Canada,"Economic families, two persons or more",Total income,Total of quintiles,75200,100
1986,Canada,"Economic families, two persons or more",Total income,Lowest quintile,24300,6.5
1986,Canada,"Economic families, two persons or more",Total income,Second quintile,47200,12.5
1986,Canada,"Economic families, two persons or more",Total income,Third quintile,67500,17.9
1986,Canada,"Economic families, two persons or more",Total income,Fourth quintile,90600,24.1
1986,Canada,"Economic families, two persons or more",Total income,Highest quintile,146600,39
1986,Canada,"Economic families, two persons or more",After-tax income,Total of quintiles,62100,100
1986,Canada,"Economic families, two persons or more",After-tax income,Lowest quintile,23300,7.5
1986,Canada,"Economic families, two persons or more",After-tax income,Second quintile,41500,13.4
1986,Canada,"Economic families, two persons or more",After-tax income,Third quintile,56600,18.2
1986,Canada,"Economic families, two persons or more",After-tax income,Fourth quintile,73600,23.7
1986,Canada,"Economic families, two persons or more",After-tax income,Highest quintile,115600,37.2
1986,Canada,Unattached individuals,Market income,Total of quintiles,26500,100
1986,Canada,Unattached individuals,Market income,Lowest quintile,3900,2.9
1986,Canada,Unattached individuals,Market income,Second quintile,6500,4.9
1986,Canada,Unattached individuals,Market income,Third quintile,17300,13.1
1986,Canada,Unattached individuals,Market income,Fourth quintile,35600,26.9
1986,Canada,Unattached individuals,Market income,Highest quintile,69300,52.2
1986,Canada,Unattached individuals,Total income,Total of quintiles,32000,100
1986,Canada,Unattached individuals,Total income,Lowest quintile,8300,5.2
1986,Canada,Unattached individuals,Total income,Second quintile,16700,10.5
1986,Canada,Unattached individuals,Total income,Third quintile,24500,15.3
1986,Canada,Unattached individuals,Total income,Fourth quintile,39200,24.5
1986,Canada,Unattached individuals,Total income,Highest quintile,71200,44.5
1986,Canada,Unattached individuals,After-tax income,Total of quintiles,26800,100
1986,Canada,Unattached individuals,After-tax income,Lowest quintile,8000,6
1986,Canada,Unattached individuals,After-tax income,Second quintile,16100,12
1986,Canada,Unattached individuals,After-tax income,Third quintile,22100,16.5
1986,Canada,Unattached individuals,After-tax income,Fourth quintile,32400,24.1
1986,Canada,Unattached individuals,After-tax income,Highest quintile,55500,41.4
1987,Canada,All family units,Market income,Total of quintiles,56200,100
1987,Canada,All family units,Market income,Lowest quintile,6900,2.5
1987,Canada,All family units,Market income,Second quintile,23800,8.5
1987,Canada,All family units,Market income,Third quintile,46800,16.6
1987,Canada,All family units,Market income,Fourth quintile,72800,25.9
1987,Canada,All family units,Market income,Highest quintile,130800,46.5
1987,Canada,All family units,Total income,Total of quintiles,63200,100
1987,Canada,All family units,Total income,Lowest quintile,15000,4.8
1987,Canada,All family units,Total income,Second quintile,33300,10.5
1987,Canada,All family units,Total income,Third quintile,53800,17
1987,Canada,All family units,Total income,Fourth quintile,78400,24.8
1987,Canada,All family units,Total income,Highest quintile,135400,42.9
1987,Canada,All family units,After-tax income,Total of quintiles,51600,100
1987,Canada,All family units,After-tax income,Lowest quintile,14400,5.6
1987,Canada,All family units,After-tax income,Second quintile,29700,11.5
1987,Canada,All family units,After-tax income,Third quintile,45200,17.5
1987,Canada,All family units,After-tax income,Fourth quintile,63500,24.6
1987,Canada,All family units,After-tax income,Highest quintile,105200,40.8
1987,Canada,"Economic families, two persons or more",Market income,Total of quintiles,68600,100
1987,Canada,"Economic families, two persons or more",Market income,Lowest quintile,12800,3.7
1987,Canada,"Economic families, two persons or more",Market income,Second quintile,38400,11.2
1987,Canada,"Economic families, two persons or more",Market income,Third quintile,61500,17.9
1987,Canada,"Economic families, two persons or more",Market income,Fourth quintile,85900,25
1987,Canada,"Economic families, two persons or more",Market income,Highest quintile,144500,42.1
1987,Canada,"Economic families, two persons or more",Total income,Total of quintiles,76200,100
1987,Canada,"Economic families, two persons or more",Total income,Lowest quintile,24900,6.5
1987,Canada,"Economic families, two persons or more",Total income,Second quintile,47500,12.5
1987,Canada,"Economic families, two persons or more",Total income,Third quintile,68200,17.9
1987,Canada,"Economic families, two persons or more",Total income,Fourth quintile,91100,23.9
1987,Canada,"Economic families, two persons or more",Total income,Highest quintile,149000,39.1
1987,Canada,"Economic families, two persons or more",After-tax income,Total of quintiles,62000,100
1987,Canada,"Economic families, two persons or more",After-tax income,Lowest quintile,23700,7.6
1987,Canada,"Economic families, two persons or more",After-tax income,Second quintile,41500,13.4
1987,Canada,"Economic families, two persons or more",After-tax income,Third quintile,56400,18.2
1987,Canada,"Economic families, two persons or more",After-tax income,Fourth quintile,73300,23.6
1987,Canada,"Economic families, two persons or more",After-tax income,Highest quintile,115200,37.2
1987,Canada,Unattached individuals,Market income,Total of quintiles,26800,100
1987,Canada,Unattached individuals,Market income,Lowest quintile,4000,3
1987,Canada,Unattached individuals,Market income,Second quintile,6400,4.8
1987,Canada,Unattached individuals,Market income,Third quintile,18200,13.6
1987,Canada,Unattached individuals,Market income,Fourth quintile,36200,27.1
1987,Canada,Unattached individuals,Market income,Highest quintile,69100,51.6
1987,Canada,Unattached individuals,Total income,Total of quintiles,32500,100
1987,Canada,Unattached individuals,Total income,Lowest quintile,8700,5.3
1987,Canada,Unattached individuals,Total income,Second quintile,16900,10.4
1987,Canada,Unattached individuals,Total income,Third quintile,25300,15.6
1987,Canada,Unattached individuals,Total income,Fourth quintile,40100,24.7
1987,Canada,Unattached individuals,Total income,Highest quintile,71500,44
1987,Canada,Unattached individuals,After-tax income,Total of quintiles,26900,100
1987,Canada,Unattached individuals,After-tax income,Lowest quintile,8500,6.4
1987,Canada,Unattached individuals,After-tax income,Second quintile,16200,12
1987,Canada,Unattached individuals,After-tax income,Third quintile,22400,16.6
1987,Canada,Unattached individuals,After-tax income,Fourth quintile,32700,24.3
1987,Canada,Unattached individuals,After-tax income,Highest quintile,54600,40.6
1988,Canada,All family units,Market income,Total of quintiles,57300,100
1988,Canada,All family units,Market income,Lowest quintile,6400,2.2
1988,Canada,All family units,Market income,Second quintile,24000,8.4
1988,Canada,All family units,Market income,Third quintile,48000,16.7
1988,Canada,All family units,Market income,Fourth quintile,74900,26.1
1988,Canada,All family units,Market income,Highest quintile,133400,46.5
1988,Canada,All family units,Total income,Total of quintiles,64400,100
1988,Canada,All family units,Total income,Lowest quintile,15200,4.7
1988,Canada,All family units,Total income,Second quintile,33800,10.5
1988,Canada,All family units,Total income,Third quintile,54900,17
1988,Canada,All family units,Total income,Fourth quintile,80200,24.9
1988,Canada,All family units,Total income,Highest quintile,138000,42.8
1988,Canada,All family units,After-tax income,Total of quintiles,52600,100
1988,Canada,All family units,After-tax income,Lowest quintile,14600,5.5
1988,Canada,All family units,After-tax income,Second quintile,30400,11.5
1988,Canada,All family units,After-tax income,Third quintile,46300,17.6
1988,Canada,All family units,After-tax income,Fourth quintile,65000,24.7
1988,Canada,All family units,After-tax income,Highest quintile,106800,40.6
1988,Canada,"Economic families, two persons or more",Market income,Total of quintiles,70300,100
1988,Canada,"Economic families, two persons or more",Market income,Lowest quintile,12600,3.6
1988,Canada,"Economic families, two persons or more",Market income,Second quintile,39900,11.3
1988,Canada,"Economic families, two persons or more",Market income,Third quintile,63600,18.1
1988,Canada,"Economic families, two persons or more",Market income,Fourth quintile,88700,25.2
1988,Canada,"Economic families, two persons or more",Market income,Highest quintile,146900,41.8
1988,Canada,"Economic families, two persons or more",Total income,Total of quintiles,77900,100
1988,Canada,"Economic families, two persons or more",Total income,Lowest quintile,25600,6.6
1988,Canada,"Economic families, two persons or more",Total income,Second quintile,48900,12.6
1988,Canada,"Economic families, two persons or more",Total income,Third quintile,69900,17.9
1988,Canada,"Economic families, two persons or more",Total income,Fourth quintile,93700,24
1988,Canada,"Economic families, two persons or more",Total income,Highest quintile,151500,38.9
1988,Canada,"Economic families, two persons or more",After-tax income,Total of quintiles,63500,100
1988,Canada,"Economic families, two persons or more",After-tax income,Lowest quintile,24600,7.8
1988,Canada,"Economic families, two persons or more",After-tax income,Second quintile,43000,13.5
1988,Canada,"Economic families, two persons or more",After-tax income,Third quintile,58000,18.3
1988,Canada,"Economic families, two persons or more",After-tax income,Fourth quintile,75100,23.7
1988,Canada,"Economic families, two persons or more",After-tax income,Highest quintile,116600,36.8
1988,Canada,Unattached individuals,Market income,Total of quintiles,27000,100
1988,Canada,Unattached individuals,Market income,Lowest quintile,4000,2.9
1988,Canada,Unattached individuals,Market income,Second quintile,6200,4.6
1988,Canada,Unattached individuals,Market income,Third quintile,17800,13.2
1988,Canada,Unattached individuals,Market income,Fourth quintile,36000,26.6
1988,Canada,Unattached individuals,Market income,Highest quintile,71200,52.6
1988,Canada,Unattached individuals,Total income,Total of quintiles,32900,100
1988,Canada,Unattached individuals,Total income,Lowest quintile,8800,5.3
1988,Canada,Unattached individuals,Total income,Second quintile,16900,10.3
1988,Canada,Unattached individuals,Total income,Third quintile,25500,15.5
1988,Canada,Unattached individuals,Total income,Fourth quintile,40000,24.3
1988,Canada,Unattached individuals,Total income,Highest quintile,73400,44.6
1988,Canada,Unattached individuals,After-tax income,Total of quintiles,27400,100
1988,Canada,Unattached individuals,After-tax income,Lowest quintile,8700,6.4
1988,Canada,Unattached individuals,After-tax income,Second quintile,16300,11.9
1988,Canada,Unattached individuals,After-tax income,Third quintile,22600,16.5
1988,Canada,Unattached individuals,After-tax income,Fourth quintile,33000,24.1
1988,Canada,Unattached individuals,After-tax income,Highest quintile,56200,41.1
1989,Canada,All family units,Market income,Total of quintiles,58800,100
1989,Canada,All family units,Market income,Lowest quintile,7600,2.6
1989,Canada,All family units,Market income,Second quintile,25600,8.7
1989,Canada,All family units,Market income,Third quintile,49400,16.8
1989,Canada,All family units,Market income,Fourth quintile,75000,25.5
1989,Canada,All family units,Market income,Highest quintile,136100,46.3
1989,Canada,All family units,Total income,Total of quintiles,66000,100
1989,Canada,All family units,Total income,Lowest quintile,16300,4.9
1989,Canada,All family units,Total income,Second quintile,35100,10.6
1989,Canada,All family units,Total income,Third quintile,56300,17.1
1989,Canada,All family units,Total income,Fourth quintile,81100,24.6
1989,Canada,All family units,Total income,Highest quintile,141400,42.8
1989,Canada,All family units,After-tax income,Total of quintiles,53500,100
1989,Canada,All family units,After-tax income,Lowest quintile,15100,5.6
1989,Canada,All family units,After-tax income,Second quintile,31100,11.6
1989,Canada,All family units,After-tax income,Third quintile,47100,17.6
1989,Canada,All family units,After-tax income,Fourth quintile,65600,24.5
1989,Canada,All family units,After-tax income,Highest quintile,108500,40.6
1989,Canada,"Economic families, two persons or more",Market income,Total of quintiles,72200,100
1989,Canada,"Economic families, two persons or more",Market income,Lowest quintile,14000,3.9
1989,Canada,"Economic families, two persons or more",Market income,Second quintile,41900,11.6
1989,Canada,"Economic families, two persons or more",Market income,Third quintile,64700,17.9
1989,Canada,"Economic families, two persons or more",Market income,Fourth quintile,89800,24.9
1989,Canada,"Economic families, two persons or more",Market income,Highest quintile,150600,41.7
1989,Canada,"Economic families, two persons or more",Total income,Total of quintiles,80100,100
1989,Canada,"Economic families, two persons or more",Total income,Lowest quintile,26600,6.7
1989,Canada,"Economic families, two persons or more",Total income,Second quintile,50800,12.7
1989,Canada,"Economic families, two persons or more",Total income,Third quintile,71500,17.8
1989,Canada,"Economic families, two persons or more",Total income,Fourth quintile,95500,23.8
1989,Canada,"Economic families, two persons or more",Total income,Highest quintile,156100,39
1989,Canada,"Economic families, two persons or more",After-tax income,Total of quintiles,64700,100
1989,Canada,"Economic families, two persons or more",After-tax income,Lowest quintile,24800,7.7
1989,Canada,"Economic families, two persons or more",After-tax income,Second quintile,44100,13.6
1989,Canada,"Economic families, two persons or more",After-tax income,Third quintile,58900,18.2
1989,Canada,"Economic families, two persons or more",After-tax income,Fourth quintile,76300,23.6
1989,Canada,"Economic families, two persons or more",After-tax income,Highest quintile,119200,36.9
1989,Canada,Unattached individuals,Market income,Total of quintiles,28100,100
1989,Canada,Unattached individuals,Market income,Lowest quintile,3900,2.7
1989,Canada,Unattached individuals,Market income,Second quintile,7900,5.6
1989,Canada,Unattached individuals,Market income,Third quintile,20500,14.6
1989,Canada,Unattached individuals,Market income,Fourth quintile,38300,27.2
1989,Canada,Unattached individuals,Market income,Highest quintile,70100,49.8
1989,Canada,Unattached individuals,Total income,Total of quintiles,34000,100
1989,Canada,Unattached individuals,Total income,Lowest quintile,9900,5.8
1989,Canada,Unattached individuals,Total income,Second quintile,18000,10.6
1989,Canada,Unattached individuals,Total income,Third quintile,27100,15.9
1989,Canada,Unattached individuals,Total income,Fourth quintile,42100,24.8
1989,Canada,Unattached individuals,Total income,Highest quintile,72900,42.9
1989,Canada,Unattached individuals,After-tax income,Total of quintiles,28100,100
1989,Canada,Unattached individuals,After-tax income,Lowest quintile,9700,6.9
1989,Canada,Unattached individuals,After-tax income,Second quintile,17100,12.2
1989,Canada,Unattached individuals,After-tax income,Third quintile,23700,16.9
1989,Canada,Unattached individuals,After-tax income,Fourth quintile,34500,24.6
1989,Canada,Unattached individuals,After-tax income,Highest quintile,55400,39.5
1990,Canada,All family units,Market income,Total of quintiles,56300,100
1990,Canada,All family units,Market income,Lowest quintile,6200,2.2
1990,Canada,All family units,Market income,Second quintile,22300,7.9
1990,Canada,All family units,Market income,Third quintile,46000,16.4
1990,Canada,All family units,Market income,Fourth quintile,72800,25.9
1990,Canada,All family units,Market income,Highest quintile,134100,47.6
1990,Canada,All family units,Total income,Total of quintiles,64100,100
1990,Canada,All family units,Total income,Lowest quintile,14800,4.6
1990,Canada,All family units,Total income,Second quintile,32800,10.2
1990,Canada,All family units,Total income,Third quintile,53900,16.8
1990,Canada,All family units,Total income,Fourth quintile,79500,24.8
1990,Canada,All family units,Total income,Highest quintile,139600,43.5
1990,Canada,All family units,After-tax income,Total of quintiles,51600,100
1990,Canada,All family units,After-tax income,Lowest quintile,14100,5.5
1990,Canada,All family units,After-tax income,Second quintile,29300,11.4
1990,Canada,All family units,After-tax income,Third quintile,45200,17.5
1990,Canada,All family units,After-tax income,Fourth quintile,63700,24.7
1990,Canada,All family units,After-tax income,Highest quintile,105700,41
1990,Canada,"Economic families, two persons or more",Market income,Total of quintiles,69300,100
1990,Canada,"Economic families, two persons or more",Market income,Lowest quintile,11900,3.4
1990,Canada,"Economic families, two persons or more",Market income,Second quintile,37600,10.8
1990,Canada,"Economic families, two persons or more",Market income,Third quintile,61800,17.8
1990,Canada,"Economic families, two persons or more",Market income,Fourth quintile,86900,25.1
1990,Canada,"Economic families, two persons or more",Market income,Highest quintile,148300,42.8
1990,Canada,"Economic families, two persons or more",Total income,Total of quintiles,77800,100
1990,Canada,"Economic families, two persons or more",Total income,Lowest quintile,24500,6.3
1990,Canada,"Economic families, two persons or more",Total income,Second quintile,48000,12.3
1990,Canada,"Economic families, two persons or more",Total income,Third quintile,69400,17.8
1990,Canada,"Economic families, two persons or more",Total income,Fourth quintile,93400,24
1990,Canada,"Economic families, two persons or more",Total income,Highest quintile,153700,39.5
1990,Canada,"Economic families, two persons or more",After-tax income,Total of quintiles,62400,100
1990,Canada,"Economic families, two persons or more",After-tax income,Lowest quintile,23300,7.5
1990,Canada,"Economic families, two persons or more",After-tax income,Second quintile,41900,13.4
1990,Canada,"Economic families, two persons or more",After-tax income,Third quintile,56900,18.2
1990,Canada,"Economic families, two persons or more",After-tax income,Fourth quintile,74300,23.8
1990,Canada,"Economic families, two persons or more",After-tax income,Highest quintile,115700,37.1
1990,Canada,Unattached individuals,Market income,Total of quintiles,27200,100
1990,Canada,Unattached individuals,Market income,Lowest quintile,4300,3.2
1990,Canada,Unattached individuals,Market income,Second quintile,6100,4.5
1990,Canada,Unattached individuals,Market income,Third quintile,17000,12.5
1990,Canada,Unattached individuals,Market income,Fourth quintile,35100,25.8
1990,Canada,Unattached individuals,Market income,Highest quintile,73400,54
1990,Canada,Unattached individuals,Total income,Total of quintiles,33600,100
1990,Canada,Unattached individuals,Total income,Lowest quintile,9300,5.5
1990,Canada,Unattached individuals,Total income,Second quintile,17200,10.2
1990,Canada,Unattached individuals,Total income,Third quintile,25200,15
1990,Canada,Unattached individuals,Total income,Fourth quintile,40000,23.8
1990,Canada,Unattached individuals,Total income,Highest quintile,76300,45.4
1990,Canada,Unattached individuals,After-tax income,Total of quintiles,27500,100
1990,Canada,Unattached individuals,After-tax income,Lowest quintile,9000,6.5
1990,Canada,Unattached individuals,After-tax income,Second quintile,16500,12
1990,Canada,Unattached individuals,After-tax income,Third quintile,22500,16.4
1990,Canada,Unattached individuals,After-tax income,Fourth quintile,32800,23.9
1990,Canada,Unattached individuals,After-tax income,Highest quintile,56700,41.2
1991,Canada,All family units,Market income,Total of quintiles,53200,100
1991,Canada,All family units,Market income,Lowest quintile,5500,2.1
1991,Canada,All family units,Market income,Second quintile,19600,7.4
1991,Canada,All family units,Market income,Third quintile,42000,15.8
1991,Canada,All family units,Market income,Fourth quintile,68700,25.8
1991,Canada,All family units,Market income,Highest quintile,130200,48.9
1991,Canada,All family units,Total income,Total of quintiles,61700,100
1991,Canada,All family units,Total income,Lowest quintile,14000,4.5
1991,Canada,All family units,Total income,Second quintile,31200,10.1
1991,Canada,All family units,Total income,Third quintile,51000,16.5
1991,Canada,All family units,Total income,Fourth quintile,76200,24.7
1991,Canada,All family units,Total income,Highest quintile,136300,44.2
1991,Canada,All family units,After-tax income,Total of quintiles,49700,100
1991,Canada,All family units,After-tax income,Lowest quintile,13500,5.4
1991,Canada,All family units,After-tax income,Second quintile,28000,11.3
1991,Canada,All family units,After-tax income,Third quintile,42900,17.2
1991,Canada,All family units,After-tax income,Fourth quintile,61200,24.6
1991,Canada,All family units,After-tax income,Highest quintile,103100,41.5
1991,Canada,"Economic families, two persons or more",Market income,Total of quintiles,66300,100
1991,Canada,"Economic families, two persons or more",Market income,Lowest quintile,10600,3.2
1991,Canada,"Economic families, two persons or more",Market income,Second quintile,34100,10.3
1991,Canada,"Economic families, two persons or more",Market income,Third quintile,57400,17.3
1991,Canada,"Economic families, two persons or more",Market income,Fourth quintile,83400,25.1
1991,Canada,"Economic families, two persons or more",Market income,Highest quintile,146300,44.1
1991,Canada,"Economic families, two persons or more",Total income,Total of quintiles,75600,100
1991,Canada,"Economic families, two persons or more",Total income,Lowest quintile,23800,6.3
